workerid	question	response_end	trialnum	correct	time_on_slide_in_seconds	measure	response_start	type	response	language	enjoyment	gender	age	comments	assess	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
8	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	11.983	free	Because	explanation	he wants to help people	English	1	Male	35		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	35BLDD71I6XN5PZET4MN1A5ZHIRZV0	8	Approved	Mon Dec 01 22:17:56 PST 2014	Mon Dec 01 05:35:04 PST 2014	Mon Dec 01 05:37:56 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.8321833333333335
8	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	16.822	free	If it wasn&quotechart the case that	counterfactual	he wanted to help people	English	1	Male	35		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	35BLDD71I6XN5PZET4MN1A5ZHIRZV0	8	Approved	Mon Dec 01 22:17:56 PST 2014	Mon Dec 01 05:35:04 PST 2014	Mon Dec 01 05:37:56 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.8321833333333335
9	NA	NA	NA	NA	51.695	NA	NA	none	NA	english	2	Male	39	It was a nice task :)	Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3GS6S824SQX63PL0GQGPSPH4EDMNWI	9	Approved	Mon Dec 01 22:19:12 PST 2014	Mon Dec 01 05:35:33 PST 2014	Mon Dec 01 05:39:12 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.6020666666666665
9	What kind of camps does Tom Lyons hold?	camps.	0	baseball	26.665	free	He holds	attention_check	free baseball camps for poor kids	english	2	Male	39	It was a nice task :)	Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3GS6S824SQX63PL0GQGPSPH4EDMNWI	9	Approved	Mon Dec 01 22:19:12 PST 2014	Mon Dec 01 05:35:33 PST 2014	Mon Dec 01 05:39:12 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.6020666666666665
9	What position does Tom Lyons play?	.	1	pitcher	13.466	free	Tom Lyons is a	attention_check	pitcher	english	2	Male	39	It was a nice task :)	Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3GS6S824SQX63PL0GQGPSPH4EDMNWI	9	Approved	Mon Dec 01 22:19:12 PST 2014	Mon Dec 01 05:35:33 PST 2014	Mon Dec 01 05:39:12 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.6020666666666665
9	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	18.735	slider	NA	amount	0.54	english	2	Male	39	It was a nice task :)	Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3GS6S824SQX63PL0GQGPSPH4EDMNWI	9	Approved	Mon Dec 01 22:19:12 PST 2014	Mon Dec 01 05:35:33 PST 2014	Mon Dec 01 05:39:12 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.6020666666666665
9	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	18.863	free	Because	explanation	he makes the choice to do that	english	2	Male	39	It was a nice task :)	Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3GS6S824SQX63PL0GQGPSPH4EDMNWI	9	Approved	Mon Dec 01 22:19:12 PST 2014	Mon Dec 01 05:35:33 PST 2014	Mon Dec 01 05:39:12 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.6020666666666665
9	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	19.636	free	If it wasn&quotechart the case that	counterfactual	he felt like doing that	english	2	Male	39	It was a nice task :)	Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3GS6S824SQX63PL0GQGPSPH4EDMNWI	9	Approved	Mon Dec 01 22:19:12 PST 2014	Mon Dec 01 05:35:33 PST 2014	Mon Dec 01 05:39:12 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.6020666666666665
10	NA	NA	NA	NA	49.742	NA	NA	none	NA	English	1	Male	35		Yes	1	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3UNH76FOCS54ACV0JQJD07DKKVBMYF	10	Approved	Mon Dec 01 22:19:14 PST 2014	Mon Dec 01 05:35:52 PST 2014	Mon Dec 01 05:39:14 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.313616666666667
10	What kind of camps does Tom Lyons hold?	camps.	0	baseball	20.61	free	He holds	attention_check	baseball	English	1	Male	35		Yes	1	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3UNH76FOCS54ACV0JQJD07DKKVBMYF	10	Approved	Mon Dec 01 22:19:14 PST 2014	Mon Dec 01 05:35:52 PST 2014	Mon Dec 01 05:39:14 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.313616666666667
10	What position does Tom Lyons play?	.	1	pitcher	5.175	free	Tom Lyons is a	attention_check	pitcher	English	1	Male	35		Yes	1	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3UNH76FOCS54ACV0JQJD07DKKVBMYF	10	Approved	Mon Dec 01 22:19:14 PST 2014	Mon Dec 01 05:35:52 PST 2014	Mon Dec 01 05:39:14 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.313616666666667
10	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	11.249	slider	NA	amount	0.55	English	1	Male	35		Yes	1	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3UNH76FOCS54ACV0JQJD07DKKVBMYF	10	Approved	Mon Dec 01 22:19:14 PST 2014	Mon Dec 01 05:35:52 PST 2014	Mon Dec 01 05:39:14 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.313616666666667
10	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	28.316	free	Because	explanation	he cares about others and baseball	English	1	Male	35		Yes	1	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3UNH76FOCS54ACV0JQJD07DKKVBMYF	10	Approved	Mon Dec 01 22:19:14 PST 2014	Mon Dec 01 05:35:52 PST 2014	Mon Dec 01 05:39:14 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.313616666666667
10	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	34.438	free	If it wasn&quotechart the case that	counterfactual	he plays pro baseball	English	1	Male	35		Yes	1	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3UNH76FOCS54ACV0JQJD07DKKVBMYF	10	Approved	Mon Dec 01 22:19:14 PST 2014	Mon Dec 01 05:35:52 PST 2014	Mon Dec 01 05:39:14 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.313616666666667
11	NA	NA	NA	NA	35.47	NA	NA	none	NA	English	2	Male	36	No comments.	Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3RWE2M8QWHADVZKFNJN4LU80D86N0F	11	Approved	Mon Dec 01 22:19:19 PST 2014	Mon Dec 01 05:36:43 PST 2014	Mon Dec 01 05:39:19 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5589833333333334
11	What kind of camps does Tom Lyons hold?	camps.	0	baseball	13.21	free	He holds	attention_check	baseball	English	2	Male	36	No comments.	Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3RWE2M8QWHADVZKFNJN4LU80D86N0F	11	Approved	Mon Dec 01 22:19:19 PST 2014	Mon Dec 01 05:36:43 PST 2014	Mon Dec 01 05:39:19 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5589833333333334
11	What position does Tom Lyons play?	.	1	pitcher	5.345	free	Tom Lyons is a	attention_check	pitcher	English	2	Male	36	No comments.	Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3RWE2M8QWHADVZKFNJN4LU80D86N0F	11	Approved	Mon Dec 01 22:19:19 PST 2014	Mon Dec 01 05:36:43 PST 2014	Mon Dec 01 05:39:19 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5589833333333334
11	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	17.066	slider	NA	amount	0.1	English	2	Male	36	No comments.	Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3RWE2M8QWHADVZKFNJN4LU80D86N0F	11	Approved	Mon Dec 01 22:19:19 PST 2014	Mon Dec 01 05:36:43 PST 2014	Mon Dec 01 05:39:19 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5589833333333334
11	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	11.863	free	Because	explanation	he enjoys it	English	2	Male	36	No comments.	Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3RWE2M8QWHADVZKFNJN4LU80D86N0F	11	Approved	Mon Dec 01 22:19:19 PST 2014	Mon Dec 01 05:36:43 PST 2014	Mon Dec 01 05:39:19 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5589833333333334
11	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	31.797	free	If it wasn&quotechart the case that	counterfactual	he enjoyed it very much	English	2	Male	36	No comments.	Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3RWE2M8QWHADVZKFNJN4LU80D86N0F	11	Approved	Mon Dec 01 22:19:19 PST 2014	Mon Dec 01 05:36:43 PST 2014	Mon Dec 01 05:39:19 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5589833333333334
12	NA	NA	NA	NA	26.195	NA	NA	none	NA	English	2	Male	30		Yes	4	Windows	768	1360	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3WQ3B2KGE8GB1FG0GCMV84RG1BZB1I	12	Approved	Mon Dec 01 22:19:32 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:39:32 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.910833333333333
12	What kind of camps does Tom Lyons hold?	camps.	0	baseball	11.216	free	He holds	attention_check	baseball	English	2	Male	30		Yes	4	Windows	768	1360	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3WQ3B2KGE8GB1FG0GCMV84RG1BZB1I	12	Approved	Mon Dec 01 22:19:32 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:39:32 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.910833333333333
12	What position does Tom Lyons play?	.	1	pitcher	5.109	free	Tom Lyons is a	attention_check	pitcher	English	2	Male	30		Yes	4	Windows	768	1360	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3WQ3B2KGE8GB1FG0GCMV84RG1BZB1I	12	Approved	Mon Dec 01 22:19:32 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:39:32 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.910833333333333
12	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	19.207	slider	NA	amount	0.7	English	2	Male	30		Yes	4	Windows	768	1360	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3WQ3B2KGE8GB1FG0GCMV84RG1BZB1I	12	Approved	Mon Dec 01 22:19:32 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:39:32 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.910833333333333
12	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	24.434	free	Because	explanation	it is rewarding and has a positive impact	English	2	Male	30		Yes	4	Windows	768	1360	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3WQ3B2KGE8GB1FG0GCMV84RG1BZB1I	12	Approved	Mon Dec 01 22:19:32 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:39:32 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.910833333333333
12	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	109.511	free	If it wasn&quotechart the case that	counterfactual	he wanted to give back to the community	English	2	Male	30		Yes	4	Windows	768	1360	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3WQ3B2KGE8GB1FG0GCMV84RG1BZB1I	12	Approved	Mon Dec 01 22:19:32 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:39:32 PST 2014	Mon Dec 01 05:41:48 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.910833333333333
